provider,status,request_url,http_status,checked_at,capture_status,published_count,captured_count,retained_count,reason,visible_excerpt
pagely,evidenced,https://pagely.com/pricing-parent/,200,2026-09-23T06:32:10Z,no_price_rule,0,0,0,"Official source and robots.txt were checked successfully. No deterministic price rule can be written (price_rendered_by_js), so no offer was published. Evidence: https://pagely.com/pricing/ returned HTTP 200 on 2026-09-12, but the response holds no currency amount; the pricing block is inserted by script after load.","Pricing Parent - Pagely Hosting Industries Agencies Enterprise Woocommerce Higher Education Media & Publishing Legal, Health & Education Solutions High Availability Headless WordPress Hosting Reverse Proxy Secured WordPress Regulatory Compliance Dedicated WordPress Hosting & Linu"
pantheon,evidenced,https://pantheon.io/plans/pricing,200,2026-09-23T06:32:07Z,matched,1,1,0,Official source checked; matched configured extraction rules.,Pantheon Pricing | Pantheon.io Skip to main content Menu Search Why Pantheon Why Pantheon Build exceptional websites Learn More Watch Demo Image Company Brandfolder Image Customers Brandfolder Image Newsroom Brandfolder Image Pantheon recognized as Managed Hosting leader in G2 Gr
pixpa,evidenced,https://www.pixpa.com/pricing,200,2026-09-23T06:32:10Z,no_price_rule,0,0,0,"Official source and robots.txt were checked successfully. No deterministic price rule can be written (price_rendered_by_js), so no offer was published. Evidence: https://www.pixpa.com/pricing returned HTTP 200 on 2026-09-12; the plan cards print the billing note and the monthly unit but the amount element is empty in the served HTML, so no figure can be read without executing scripts.","Pixpa - All-inclusive, Affordable Pricing Plans Start Free Product One platform for your portfolio website, client galleries and store Build Your Website Visual editor, full design control Online Store Sell anything, zero commission Client Galleries Share, proof, sell & deliver i"
platform-sh,evidenced,https://upsun.com/pricing/,200,2026-09-23T06:32:07Z,matched,2,2,0,Official source checked; matched configured extraction rules.,Upsun PaaS predictable pricing | Upsun English Français Deutsch Docs Login Upsun Dispatch Upsun Cloud Dispatch The software factory where your team and agents ship together. The line Workflows Run the same way every time Sandboxes Every run isolated and disposable Deploy anywhere
porkbun,evidenced,https://porkbun.com/products/domains,200,2026-09-23T06:33:06Z,unmatched,3,0,3,"Official source responded, but no configured extraction rule matched; existing records were retained.","porkbun.com | Domain Name Pricing × This website uses information gathering tools including cookies, and other similar technology. We use these tools to personalize content and ads, to analyze our website traffic, and to provide better website experience. We also share informatio"
portfoliobox,evidenced,https://www.portfoliobox.com/pricing,200,2026-09-23T06:31:20Z,matched,2,2,0,Official source checked; matched configured extraction rules.,Pricing and Plans - Portfoliobox portfoliobox Features Templates Examples Pricing Get started free Start free Language 🇬🇧 English 🇫🇷 Français 🇪🇸 Español 🇧🇷 Português 🇯🇵 日本語 🇸🇪 Svenska Your Portfolio Login Build free Contact & support Explore Features Examples Templates Pricing Po
pressable,evidenced,https://pressable.com/pricing/,200,2026-09-23T06:32:32Z,matched,4,4,0,Official source checked; matched configured extraction rules.,"WordPress Hosting Plans From Pressable Skip to main content Toggle color theme Light Mode Dark Mode Log In Pricing Solutions Agency WordPress Hosting Host more clients, keep more margin. WooCommerce Stores Built by the team that built WooCommerce. Growing Businesses Enterprise po"
raidboxes,evidenced,https://raidboxes.io/en/wordpress-hosting-pricing/,200,2026-09-23T06:31:09Z,matched,6,6,0,Official source checked; matched configured extraction rules.,WordPress Hosting Preise & Tarife – Jetzt Rabatt bis zu 20%! Skip to content Free WordPress migration WordPress Speed Test Live Chat Status page Careers Login Login Live-Chat DE Why Raidboxes Advantages Why Raidboxes Our philosophy Support by experts Responsibility & CSR Offers F
railway,evidenced,https://railway.com/pricing,200,2026-09-23T06:32:32Z,unmatched,2,0,2,"Official source responded, but no configured extraction rule matched; existing records were retained.","Pricing | Railway Product Developers Enterprise Company Pricing Pay only for what your app uses, by the second Say goodbye to overprovisioning and optimizing box sizes. Railway only charges you for what your app uses . Free $ 0 per month Perfect for getting started and deploying"
ramnode,evidenced,https://ramnode.com/,200,2026-09-23T06:31:44Z,matched,3,3,0,Official source checked; matched configured extraction rules.,"Cheap VPS Hosting | Best VPS Hosting 2026 | RamNode Products Deployment Guides Features Pricing Company Support Sign Up Login Sign Up Login Menu Toggle menu RamNode® High-Performance Cloud VPS That Just Works Develop, deploy, and grow your project or business on our simplified Op"
redis,evidenced,https://redis.io/pricing/,200,2026-09-23T06:31:32Z,matched,2,2,0,Official source checked; matched configured extraction rules.,Pricing | Redis Skip to: Home Content Footer navigation 97% believe in it. 4% have built it. New research: State of context engineering. Read the report Redis Iris Platform Platform Redis Iris Real-time context for agents Redis LangCache Save on tokens for common questions Redis
render,evidenced,https://render.com/pricing,200,2026-09-23T06:33:07Z,matched,2,2,0,Official source checked; matched configured extraction rules.,Pricing | Render Migrating production infrastructure? Get up to $10K in migration credits. Apply now Product Platform Overview Features Autoscaling Private Networking Persistent Disks Infrastructure as Code Preview Environments Zero Downtime Deploys Render CLI and MCP Services Wo
replit,evidenced,https://replit.com/pricing,200,2026-09-23T06:31:51Z,matched,2,2,0,Official source checked; matched configured extraction rules.,Pricing and Plans | Replit Skip to content Products CREATE Design Apps & Websites Slides PLATFORM Agents Databases Integrations Security Solutions BY ROLE Founders Product Managers Designers Engineers Operations IT BY USE CASE Apps Websites Landing Pages Dashboards Prototypes Cha
scalahosting,evidenced,https://www.scalahosting.com/cloud-vps-hosting.html,200,2026-09-23T06:32:44Z,matched,1,1,0,Official source checked; matched configured extraction rules.,Cloud VPS Hosting That Adapts to Your Business | ScalaHosting ScalaHosting Cloud Hosting Services Managed Cloud Hosting Unmanaged Cloud Hosting Web Hosting Cluster Hosting Hosting for Agencies Business Email Hosting WordPress WordPress Cloud Hosting WordPress Web Hosting Woocomer
scaleway,evidenced,https://www.scaleway.com/en/pricing/,200,2026-09-23T06:32:40Z,matched,1,1,0,Official source checked; matched configured extraction rules.,Pricing | Scaleway Skip to navigation Skip to login Skip to main content Skip to footer section Top highlight! Register now to ai-PULSE 2026 Home Open the navigation menu. Docs Blog Contact Log in Current language: English EN Select a language Sign up Contact Sales AI Clusters GP
seravo,evidenced,https://seravo.com/en/plans/,200,2026-09-23T06:31:36Z,no_price_rule,0,0,0,"Official source and robots.txt were checked successfully. No deterministic price rule can be written (price_rendered_by_js), so no offer was published. Evidence: https://seravo.com/pricing/ returned HTTP 200 on 2026-09-12; the 161 KB response contains no currency figure at all and the extracted visible text holds none either, so the plan prices are inserted by script after load.",Premium Hosting Plans For WordPress – Seravo en EN FI SV DE PL About Company Customers Why Seravo? Careers Open Source Media Features Fast Secure Committed Real All Features Hosting Prices Compare Plans Plans WP Start WP Pro WP Business WP Corporate WP Enterprise Additional Servi
shopify,evidenced,https://www.shopify.com/pricing,200,2026-09-23T06:32:17Z,matched,3,3,0,Official source checked; matched configured extraction rules.,"Shopify Pricing: Find the Right Plan for Your Business - Shopify Skip to Content Why Shopify Back Get started fast You could be selling by tomorrow. Switch to Shopify Get more customers. Make more sales. Trusted by enterprise brands No matter your size, complexity, or ambition. B"
simply-com,evidenced,https://www.simply.com/en/,200,2026-09-23T06:31:46Z,matched,3,3,0,Official source checked; matched configured extraction rules.,"Webhosting, WordPress and domains - Simply.com Home Domain Webspace Email Website designer WordPress WordPress at Simply.com Our products are created for WordPress. We have made it easy to install and get started with WordPress, whether you are a beginner or an expert - you will"
site123,evidenced,https://www.site123.com/pricing,200,2026-09-23T06:32:40Z,matched,1,1,0,Official source checked; matched configured extraction rules.,SITE123 Pricing | Upgrade to Premium - SITE123 Pricing Reviews Examples Support Login Get started Pricing Reviews Examples Support Login Get started Pricing & Packages All SITE123 Premium Plans Feature a 14-Day Money-Back Guarantee Free $ 0 /Month 250 MB Storage 250 MB Bandwidth
siteground,unreadable,https://www.siteground.com/robots.txt,200,2026-09-23T06:32:42Z,not_attempted,3,0,3,robots.txt returned HTML instead of crawl directives; source page was not requested.,"Stand for peace Stand for peace Currently this site has a single message for our Russian friends: let’s stand together against the war in Ukraine! If you are a SiteGround client looking to log into your Client Area, you can follow this link: https://login.siteground.com/login"
softr,evidenced,https://www.softr.io/pricing,200,2026-09-23T06:31:55Z,matched,3,3,0,Official source checked; matched configured extraction rules.,"Plans and pricing - Softr Product Platform AI App Builder Create business apps with AI Databases Store and manage your data Workflows Automate manual processes Forms Collect data and automate flows Mobile Apps Turn your apps into mobile apps, fast Integrations Connect your data a"
squarespace,evidenced,https://www.squarespace.com/pricing,200,2026-09-23T06:32:59Z,no_price_rule,0,0,0,"Official source and robots.txt were checked successfully. No deterministic price rule can be written (price_rendered_by_js), so no offer was published. Evidence: GET https://www.squarespace.com/pricing returned HTTP 200; the served visible text contains no amount, only a JSON payload the page renders client-side.",Squarespace Pricing Plans & Features — Squarespace Skip to content Products Solutions Resources Website Websites → Website Templates → AI Website Builder → Design Intelligence → Ecommerce → Portfolios → Blogs → Analytics → Business Services → Online Stores → Invoicing → Schedulin
stablehost,evidenced,https://www.stablehost.com,200,2026-09-23T06:32:51Z,matched,2,2,0,Official source checked; matched configured extraction rules.,Affordable Web Hosting | StableHost Loading... Please wait Get 50% off (first year) on Web Hosting Starter & Pro. Discount code: 50OFFYEAR1 About Us Contact Us Rated “Excellent” TrustScore: 4.9 out of 5 on TrustPilot Login Select Country / Language USA - English Germany - German
strikingly,evidenced,https://www.strikingly.com/s/pricing,200,2026-09-23T06:31:50Z,matched,3,3,0,Official source checked; matched configured extraction rules.,Pricing Plans - Website Pricing - Strikingly Sign up Login English Deutsch Español Français Italiano Nederlands Português Suomi Norsk Svenska Polski Čeština Română عربي Bahasa Indonesia 日本語 简体中文 繁體中文 Close Domain successfully purchased! Want the bundle? Start a yearly plan now an
supabase,evidenced,https://supabase.com/pricing,200,2026-09-23T06:32:05Z,matched,2,2,0,Official source checked; matched configured extraction rules.,"Pricing & Fees | Supabase Skip to content Product Developers Solutions Pricing Docs Blog 110.6K Sign in Start your project Open main menu Predictable pricing, designed to scale Start building for free, collaborate with your team, then scale to millions of users Copy as Markdown A"
tilda,evidenced,https://tilda.cc/pricing/,200,2026-09-23T06:32:22Z,matched,2,2,0,Official source checked; matched configured extraction rules.,"Tilda Publishing Pricing Plans Manage cookies We use cookies to provide you with a better user experience and measure our advertising performance. For more details, see the Cookie Policy . Accept all Reject all Cookie settings Cookie settings Cookies necessary for the website's c"
timescale,evidenced,https://www.tigerdata.com/pricing,200,2026-09-23T06:31:31Z,matched,2,2,0,Official source checked; matched configured extraction rules.,"Tiger Cloud Pricing. Scale Further. Spend Less. | Tiger Data Product Product Tiger Cloud Robust elastic cloud platform for startups and enterprises TimescaleDB Enterprise Self-managed TimescaleDB for on-prem, edge and private cloud Open source TimescaleDB Time-series, real-time a"
tmdhosting,evidenced,https://www.tmdhosting.com/,200,2026-09-23T06:32:00Z,matched,4,4,0,Official source checked; matched configured extraction rules.,"Fully Managed Web Hosting Crafted for Superior Performance & Speed Skip to content Web Hosting Linux Shared Hosting – Award-winning Linux Shared Hosting to start your website’s journey with confidence. Hosting for WordPress – The greatest Managed WordPress platform, powered by cP"
turso,evidenced,https://turso.tech/pricing,200,2026-09-23T06:31:28Z,matched,3,3,0,Official source checked; matched configured extraction rules.,"Turso Database Pricing Turso Product Solutions Customers Partners Blog Resources Pricing Login Try Cloud free Try Cloud free Open main menu Generous pricing for every stage . Start free, no credit card required. The same architecture carries you from your first prototype to your"
ucraft,evidenced,https://www.ucraft.com/pricing,200,2026-09-23T06:31:22Z,unmatched,4,0,4,"Official source responded, but no configured extraction rule matched; existing records were retained.",Website Plans and Pricing | Ucraft Platform Landing Page Creator Online Stores Dropshipping Blogging Platform Integrations Templates Blog Made with U Pricing My Sites Account Settings Billing Subscriptions Help Center Logout Sign In Personal Branded 14-day free trial. No credit c
ultahost,challenge,https://ultahost.com/robots.txt,403,2026-09-23T06:32:52Z,not_attempted,2,0,2,robots.txt returned HTTP 403; source page was not requested.,Just a moment...
veerotech,evidenced,https://www.veerotech.net/,200,2026-09-23T06:31:12Z,matched,5,5,0,Official source checked; matched configured extraction rules.,"Web Hosting | Fast. Secure. Always On | VeeroTech Blog Knowledge Base Monthly Giveaway Offers Affiliate Program Login/Support Cart Live Chat Shared Hosting Managed WordPress Reseller & Agency VPS Semi Dedicated Contact Hosting That Just Works Fast, Secure & Reliable With 24x7/365"
vercel,evidenced,https://vercel.com/pricing,200,2026-09-23T06:32:53Z,matched,1,1,0,Official source checked; matched configured extraction rules.,"Vercel Pricing: Hobby, Pro, and Enterprise plans Skip to content Copy Wordmark Copy Logo Download Brand Assets Brand Guidelines Products Agent Stack AI SDK AI Gateway Sandbox Passport Connect eve Core Platform Security Content Delivery Fluid Compute Observability Workflows CI/CD"
verpex,evidenced,https://verpex.com/web-hosting,200,2026-09-23T06:32:47Z,unmatched,1,0,1,"Official source responded, but no configured extraction rule matched; existing records were retained.","Web Hosting Plans – Free SSL, Free Domain & Daily Backups Verpex Reseller Hosting Hosting & Servers Shared Hosting Web Hosting Simple, fast hosting for small businesses and personal websites Hosting for Wordpress For small to medium-sized businesses using CMS WordPress Shared Hos"
voog,evidenced,https://www.voog.com/pricing,200,2026-09-23T06:31:24Z,matched,4,4,0,Official source checked; matched configured extraction rules.,"Pricing and benefits | Domain, website, and online store – Voog Domain name Register a new domain or transfer yours to us. Online Store Take your products and services to customers. Integrations Power your site with your favorite tools – accounting, inventory, marketing and analy"
webdock,evidenced,https://webdock.io/pricing,200,2026-09-23T06:31:11Z,matched,3,3,0,Official source checked; matched configured extraction rules.,"VPS Pricing, Flat-Rate Cloud Plans From EUR 2.15 | Webdock Solutions Founders Developers VPN providers Digital Agencies AI Agents Personal Gamers Become an Affiliate Academic Institutions Pricing About us Docs All docs System Status Roadmap Product Updates Feature Requests Log in"
webflow,evidenced,https://webflow.com/pricing,200,2026-09-23T06:32:28Z,matched,3,3,0,Official source checked; matched configured extraction rules.,Plans & pricing | Webflow Skip to Main Content Webflow Platform → Platform ← Back Build Design Edit content Interactions Collaboration Page building Manage CMS Hosting Localize Security Shared Libraries Convert Analyze Optimize SEO AEO new Extend Apps Figma to Webflow Webflow Clo
webnode,evidenced,https://www.webnode.com/pricing-w2/,200,2026-09-23T06:33:02Z,no_price_rule,0,0,0,"Official source and robots.txt were checked successfully. No deterministic price rule can be written (price_rendered_by_js), so no offer was published. Evidence: GET https://www.webnode.com/pricing/ returned HTTP 200 with only 39 characters of visible text; the price values sit in JSON that the page renders client-side.",Webnode Website Pricing | Premium Plans
weebly,evidenced,https://www.weebly.com/pricing,200,2026-09-23T06:33:07Z,matched,3,3,0,Official source checked; matched configured extraction rules.,Weebly Pricing - Compare Website Builder Plans and Pricing Or transfer your domain > Websites Online Stores Pricing More Log In Sign Up Sign Up Websites Online Stores Pricing More Photo Studio Themes Features App Center SEO Guide Help Center Blog Log In Get Started Photo Studio T
whc,evidenced,https://whc.ca/404-web-hosting-canada,200,2026-09-23T06:31:13Z,matched,5,4,1,Official source checked; matched configured extraction rules. Some earlier records remain because their configured rule did not match this run.,404 Web Hosting Canada | Web Hosting Canada Français Help Blog Contact 1-514-228-1830 1-888-545-3942 Toll-free Chat now Contact us About us My Account Log in Hosting & Servers Canadian Web Hosting Managed Hosting for WordPress Reseller Web Hosting Canadian VPS Canadian Dedicated
wix,unreadable,https://www.wix.com:443/robots.txt,429,2026-09-23T06:33:03Z,not_attempted,0,0,0,robots.txt returned HTTP 429; source page was not requested.,429 429 Too Many Requests
wordpress-com,evidenced,https://wordpress.com/pricing/,200,2026-09-23T06:32:33Z,unmatched,3,0,3,"Official source responded, but no configured extraction rule matched; existing records were retained.",WordPress.com Pricing | Find the Perfect Plan for Your Site Products Resources Support Pricing Log in Get started Menu Build Website Ecommerce AI website builder Publish Blog Newsletter Hosting Managed hosting Agency hosting Site migration Enterprise hosting WordPress VIP Domains
wp-engine,evidenced,https://wpengine.com/plans/,200,2026-09-23T06:32:48Z,unmatched,1,0,1,"Official source responded, but no configured extraction rule matched; existing records were retained.","WP Engine Plans & Pricing Skip to content WP Engine® Platform Platform Types Managed Hosting Platform Fast, secure, & easy site management. eCommerce Solution Optimized performance for stores. Newsroom Platform Editorial workflow and operations software. Headless Platform Build &"
wpmu-dev,evidenced,https://wpmudev.com/pricing/,200,2026-09-23T06:31:26Z,matched,6,6,0,Official source checked; matched configured extraction rules.,"WPMU DEV Membership Plans & Pricing Skip to main content WPMU DEV Logo Plugins Hosting Hosting Unlimited Best value Run 50+ WordPress sites on one server from $15/month. Many sites, lower cost per site (from ~$0.22/m). Hosting Dedicated Powering high-performance WordPress sites."
wpx,evidenced,https://wpx.net/cart/wordpress-hosting/,200,2026-09-23T06:32:05Z,unmatched,3,0,3,"Official source responded, but no configured extraction rule matched; existing records were retained.",Place New Order | WPX.net 79% off your 1st month on monthly WordPress hosting plans. Worst case: you try the best. Use code: SAVE79 WPX.net Login Pricing WordPress Hosting Agency Hosting WooCommerce Hosting Buy Domains About Customer Reviews Why WPX What is WPX XDN? Knowledgebase
xata,evidenced,https://xata.io/pricing,200,2026-09-23T06:31:32Z,matched,4,4,0,Official source checked; matched configured extraction rules.,Xata Pricing | Postgres branching at scale Product Solutions Blog Docs Pricing 12.2k 12.2k Log in Sign up Pricing Our pricing model is resource based and designed to provide the capacity you need for every agent to run its own isolated Postgres branch without multiplying storage
zeabur,evidenced,https://zeabur.com/pricing,200,2026-09-23T06:31:50Z,matched,3,2,1,Official source checked; matched configured extraction rules. Some earlier records remain because their configured rule did not match this run.,"Pricing - Zeabur Dashboard Copy Logo as SVG Download Logo Pack Products Resources Community Pricing Dashboard Start simple, scale as you grow Server Cluster Deploy on in Compare all features → Free $ 0 per month Dashboard basics and community support Manageable own servers: 1 Ser"
